1000	2.6732741389e-04
2000	5.7883199770e-04
3000	8.8278483599e-04
4000	1.0172037873e-03
5000	1.3415459543e-03
6000	1.7965312582e-03
7000	1.9045195077e-03
8000	1.9732393557e-03
9000	2.5641538668e-03
10000	2.6275875280e-03
11000	2.9266318306e-03
12000	3.0383958947e-03
13000	4.2066320311e-03
14000	4.4101483654e-03
15000	3.6957646953e-03
16000	4.1632102802e-03
17000	4.9142192584e-03
18000	1.2355966959e-02
19000	1.1397288297e-02
20000	9.7378189676e-03
21000	4.9814287340e-03
22000	4.7998121008e-03
23000	4.0888267104e-03
24000	3.4631746821e-03
25000	3.9589387598e-03
26000	3.3993634861e-03
27000	4.2485435260e-03
28000	3.7803428713e-03
29000	3.7954461295e-03
30000	3.6361068487e-03
31000	4.0654167533e-03
32000	3.8090390153e-03
33000	4.3701246614e-03
34000	4.1296054842e-03
35000	4.2013458442e-03
36000	5.2298770752e-03
37000	6.0613108799e-03
38000	4.3663488468e-03
39000	4.3973105494e-03
40000	4.1624550940e-03
41000	4.5120952418e-03
42000	5.1887206500e-03
43000	4.5966734178e-03
44000	5.5296765640e-03
45000	5.5323196575e-03
46000	9.5898071304e-03
47000	1.0624002083e-02
48000	6.0571574140e-03
49000	6.3531810883e-03
50000	7.5950457249e-03
51000	6.5729334019e-03
52000	7.4296651874e-03
53000	6.7926855991e-03
54000	1.9474882749e-02
55000	7.1574291214e-03
56000	8.8765561813e-03
57000	6.9769452093e-03
58000	6.6307033412e-03
59000	9.0283438331e-03
60000	1.1282503605e-02
61000	1.1555872392e-02
62000	1.0437854449e-02
63000	1.1389359133e-02
64000	9.2201551888e-03
65000	1.1582303094e-02
66000	1.0599081637e-02
67000	7.8049808508e-03
68000	1.1587966699e-02
69000	8.9656653581e-03
70000	8.9954943396e-03
71000	9.4708690885e-03
72000	7.4893230340e-03
73000	9.0449574636e-03
74000	8.6949397810e-03
75000	7.9990575323e-03
76000	9.3270106008e-03
77000	7.6320485678e-03
78000	9.7034589853e-03
79000	9.6543735126e-03
80000	1.0623246897e-02
81000	1.0465417989e-02
82000	1.0928709991e-02
83000	1.1853406439e-02
84000	9.7619841108e-03
85000	1.0443895706e-02
86000	9.7608513897e-03
87000	1.0077264509e-02
88000	1.1841701344e-02
89000	9.2152466532e-03
90000	9.3613704666e-03
91000	1.0091990116e-02
92000	1.1837925529e-02
93000	1.1073323549e-02
94000	1.1433913605e-02
95000	1.1856426951e-02
96000	1.1157524190e-02
97000	1.1105040438e-02
98000	2.0182847511e-02
99000	1.9776570145e-02
100000	1.1368214618e-02
101000	1.2187188142e-02
102000	1.3840993750e-02
103000	1.2387306197e-02
104000	1.2543247198e-02
105000	1.5326775727e-02
106000	2.4834647775e-02
107000	2.9346365482e-02
108000	1.5416640090e-02
109000	1.2735435972e-02
110000	1.5206327429e-02
111000	1.2317831279e-02
112000	1.7592640477e-02
113000	1.3346739928e-02
114000	1.2093925499e-02
115000	1.2024073163e-02
116000	1.3251967030e-02
117000	1.5050008660e-02
118000	1.3818338863e-02
119000	1.2500958052e-02
120000	1.2731660274e-02
121000	1.2431860785e-02
122000	1.2827943428e-02
123000	1.2802645564e-02
124000	1.2500958168e-02
125000	1.2746763532e-02
126000	1.2826055521e-02
127000	1.3538551284e-02
128000	1.4071318321e-02
129000	1.5216144500e-02
130000	1.6150280368e-02
131000	1.3454728178e-02
132000	1.3523448026e-02
133000	1.4807979111e-02
134000	1.6472357092e-02
135000	1.4693194535e-02
136000	1.4109831653e-02
137000	1.4071318321e-02
138000	1.4309194405e-02
139000	1.4577654656e-02
140000	1.5529536875e-02
141000	1.6159719904e-02
142000	1.5464592958e-02
143000	1.5177253517e-02
144000	1.5129300766e-02
145000	1.5172345098e-02
146000	1.5377371572e-02
147000	1.5379259479e-02
148000	1.6856357222e-02
149000	1.5411353903e-02
150000	1.7303790897e-02
151000	1.7099897028e-02
152000	1.9014233723e-02
153000	1.6653596074e-02
154000	1.6006421880e-02
155000	1.6130646109e-02
156000	1.6341713956e-02
157000	3.6480762064e-02
158000	2.4911674322e-02
159000	2.3074741825e-02
160000	1.7369112349e-02
161000	1.6848427942e-02
162000	1.7057230347e-02
163000	1.7210905906e-02
164000	1.7321537249e-02
165000	1.7349478207e-02
166000	1.7597171362e-02
167000	1.9343484542e-02
168000	1.9016876700e-02
169000	1.8012133194e-02
170000	1.8297584611e-02
171000	1.8240192207e-02
172000	1.8946646596e-02
173000	1.8507142086e-02
174000	1.8613620079e-02
175000	1.8714056700e-02
176000	1.9970646827e-02
177000	2.1318989340e-02
178000	1.9716157112e-02
179000	1.9481301541e-02
180000	1.9631201401e-02
181000	2.2770411451e-02
182000	2.2347520455e-02
183000	1.9493384170e-02
184000	2.0196818048e-02
185000	2.1563284216e-02
186000	2.0344829769e-02
187000	2.0540039171e-02
188000	2.0183980232e-02
189000	2.0492463955e-02
190000	2.1035803366e-02
191000	2.0600829856e-02
192000	2.1557242959e-02
193000	2.3456853931e-02
194000	2.1712806425e-02
195000	2.1315213409e-02
196000	2.1392617607e-02
197000	2.1245360957e-02
198000	2.1229880163e-02
199000	2.1336358041e-02
200000	2.4383815820e-02
201000	2.3045668029e-02
202000	2.2607296240e-02
203000	2.2607296356e-02
204000	2.2708488046e-02
205000	2.2681679809e-02
206000	2.2845927626e-02
207000	2.3643001565e-02
208000	2.8496430139e-02
209000	2.3865774390e-02
210000	2.3108724039e-02
211000	2.3951107753e-02
212000	2.3398328922e-02
213000	2.3536523688e-02
214000	2.8833987773e-02
215000	2.3770623957e-02
216000	2.3966588662e-02
217000	2.3726446903e-02
218000	2.3910328979e-02
219000	2.3904665257e-02
220000	2.4782541557e-02
221000	2.6171662728e-02
222000	2.5720075704e-02
223000	2.5609444361e-02
224000	2.5546765886e-02
225000	2.5765007827e-02
226000	2.6087839738e-02
227000	2.9211946530e-02
228000	2.7250789921e-02
229000	2.6362341247e-02
230000	2.6479769032e-02
231000	2.5511650834e-02
232000	2.5753680384e-02
233000	2.5906600757e-02
234000	2.7855297318e-02
235000	2.6247934205e-02
236000	2.6402364951e-02
237000	2.6393680484e-02
238000	2.6409538812e-02
239000	2.6811285410e-02
240000	3.0632784590e-02
241000	2.8382400633e-02
242000	3.5086354706e-02
243000	3.6667287117e-02
244000	3.2325858600e-02
245000	4.0017187479e-02
246000	4.0158402873e-02
247000	3.0633539660e-02
248000	2.8498318046e-02
249000	3.1029622420e-02
250000	4.1048739222e-02
251000	2.8932158835e-02
252000	3.8557458553e-02
253000	4.6781554585e-02
254000	3.5289493389e-02
255000	3.3432926633e-02
256000	3.1005834695e-02
257000	3.9055110654e-02
258000	4.5997695997e-02
259000	3.6911204574e-02
260000	3.1855770038e-02
261000	3.0992241809e-02
262000	3.0843852437e-02
263000	2.9437362449e-02
264000	3.1619404210e-02
265000	3.2361351303e-02
266000	6.5703658503e-02
267000	9.0006671846e-02
268000	7.6383164851e-02
269000	6.0768294730e-02
270000	3.6897989223e-02
271000	3.4258319181e-02
272000	3.4857540508e-02
273000	3.2522956026e-02
274000	3.6844372749e-02
275000	5.2812658949e-02
276000	7.6730162022e-02
